count,percentile_0,facility_type,floor_area_min,floor_area_max,percentile_50,standard_dev,percentile_25,percentile_75,percentile_100,mean,state
87.0,57.0562073965,Office - Bank or other financial,2000.0,5000.0,113.06333391,29.9536658608,96.9297351531,129.131621495,212.468177903,114.705340112,KY
99.0,11.8,Retail - Uncategorized,2000.0,5000.0,107.8,52.4612549774,89.3,132.5,329.5,111.449656189,KY
31.0,48.4668105774,Food Service - Uncategorized,1000.0,2000.0,332.620748299,65.3557173458,291.703843376,348.800249942,402.346857143,319.386850764,KY
33.0,25.9964070777,Retail - Uncategorized,50000.0,100000.0,43.3335952293,8.71311208407,39.7615421519,51.2538878403,63.8098969929,44.4492427124,KY
82.0,4.97299164973,Single Family - Detached,2000.0,5000.0,30.9075446362,16.9804235246,19.6054828185,42.9517322837,91.3484517422,32.9658127892,KY
31.0,94.0,Food Sales,200000.0,14500000.0,113.0,10.8295692385,106.5,120.5,136.0,113.709677419,KY
42.0,19.7253068657,Office - Uncategorized,50000.0,100000.0,43.369618494,39.9721024366,36.015252189,64.8387882558,173.237162358,61.050483816,KY
30.0,11.4156779773,Commercial - Uncategorized,100000.0,200000.0,24.2523029163,5.90795306623,18.6766160309,27.8570086193,35.0679826256,24.0557180346,KY
24.0,19.5073277488,Office - Uncategorized,100000.0,200000.0,57.576284265,37.5899506406,32.6820598532,73.6295433899,159.660975997,63.9740703588,KY
17.0,16.0026082138,Education - Elementary or middle school,100000.0,200000.0,37.3852827469,8.3651261662,33.2079621727,42.1512592506,48.4947786602,35.9727059247,KY
35.0,23.3703126779,Education - Elementary or middle school,20000.0,50000.0,49.6855235867,12.8746538108,42.6609961246,57.1012515753,77.6695997715,49.3676598142,KY
68.0,11.4136014025,Single Family - Detached,1000.0,2000.0,37.3731064645,17.6804809783,24.0807829017,49.1712209027,85.2854421069,38.9090822887,KY
18.0,35.8622281756,Retail - Big Box (> 50K sf),50000.0,100000.0,43.3307004652,8.76750896812,40.1397594032,53.1577579446,63.0,46.0245691785,KY
22.0,2.2,Office - Uncategorized,20000.0,50000.0,42.8635530185,33.0530110369,33.9855421313,52.0053440572,179.742199964,47.940763688,KY
44.0,251.771287017,Food Service - Restaurant or cafeteria,2000.0,5000.0,451.704025256,109.017846322,405.846787484,510.679695784,748.29167019,466.785297263,KY
17.0,23.8374558304,Service - Post office or postal center,20000.0,50000.0,46.2281368821,30.0993304464,37.9112903226,56.6916299559,161.455764075,53.6426300574,LA
10.0,33.2425220386,Single Family - Detached,0.0,1000.0,75.1568939016,29.0741815011,67.1791009129,111.826799368,117.84927043,82.2890075169,LA
0.0,,Education - Other classroom,50000.0,100000.0,,,,,,,LA
141.0,67.6807359929,Retail - Uncategorized,10000.0,20000.0,117.400758738,22.8880287436,106.788268956,139.44891198,201.296667309,122.751307809,LA
0.0,,Food Service - Uncategorized,2000.0,5000.0,,,,,,,LA
19.0,30.5242589912,Office - Uncategorized,200000.0,14500000.0,53.1290400984,10.9970589656,45.9627250659,63.205975879,71.3454806052,53.9416206396,LA
0.0,,Food Sales,50000.0,100000.0,,,,,,,LA
14.0,12.1795243582,Commercial - Uncategorized,200000.0,14500000.0,31.5645515042,18.9916907733,19.493687662,43.6362566927,73.6736666569,34.8013676754,LA
22.0,15.3910142611,Single Family - Uncategorized,1000.0,2000.0,48.5640500963,17.1428738944,42.7892127838,64.2625798986,85.0494003707,51.4084028694,LA
16.0,20.0,Retail - Uncategorized,20000.0,50000.0,78.5,19.4921769104,64.879912764,81.25,94.0,71.0347735256,LA
47.0,28.6571428571,Service - Post office or postal center,10000.0,20000.0,48.8428571429,20.3922398785,41.347841472,61.369047619,137.575539568,54.2497984481,LA
52.0,85.0,Food Sales,100000.0,200000.0,103.0,14.6622482375,96.5,111.25,170.0,105.634615385,LA
0.0,,Food Service - Uncategorized,1000.0,2000.0,,,,,,,LA
10.0,27.6169241526,Single Family - Uncategorized,2000.0,5000.0,44.5819264495,17.3794680901,39.3118599659,47.8867367414,91.4503850924,46.8770819655,LA
11.0,19.2508485035,Retail - Uncategorized,50000.0,100000.0,41.7750129009,12.0002626136,39.8053519171,45.4923457856,69.9274142524,42.6537128473,LA
0.0,,Service - Post office or postal center,5000.0,10000.0,,,,,,,LA
12.0,13.9236089354,Single Family - Detached,2000.0,5000.0,37.1958082255,15.0166122812,28.7875283906,51.0948992747,62.6604316137,37.9806218417,LA
31.0,72.0,Food Sales,200000.0,14500000.0,100.0,11.4241773427,91.5,103.5,131.0,98.6129032258,LA
0.0,,Commercial - Uncategorized,100000.0,200000.0,,,,,,,LA
10.0,21.1628857758,Apartment Unit,0.0,1000.0,44.0941516737,15.6504631211,39.43384262,51.0764915851,78.1601661403,45.424654395,LA
31.0,22.6657033426,Single Family - Detached,1000.0,2000.0,48.6455525755,22.7284545564,35.708598345,63.2106735189,113.842922924,53.2314689627,LA
0.0,,Retail - Big Box (> 50K sf),50000.0,100000.0,,,,,,,LA
0.0,,Retail - Uncategorized,5000.0,10000.0,,,,,,,LA
11.0,33.1657333923,Retail - Uncategorized,100000.0,200000.0,58.0189865679,11.9270126699,41.9597094747,59.7346088755,64.1071388341,51.6653020133,LA
0.0,,Lodging - Hotel,200000.0,14500000.0,,,,,,,LA
42.0,8.20896417409,Education - Uncategorized,50000.0,100000.0,55.7373372047,28.0200515282,45.2983224026,72.8311811815,159.025626681,59.6376612863,MA
90.0,222.797826087,Food Service - Uncategorized,1000.0,2000.0,317.974904685,67.9477713384,287.238424568,351.298925654,617.936,330.854397721,MA
54.0,3.43978570483,Apartment Unit,1000.0,2000.0,33.2844260163,37.8971143093,11.4661647486,55.0572028719,163.452144132,41.136054714,MA
156.0,23.0,Retail - Uncategorized,10000.0,20000.0,109.47241675,29.8995913766,93.8514846161,125.88292584,179.362059317,106.946701212,MA
224.0,18.1433112316,Office - Uncategorized,200000.0,14500000.0,68.4413047362,36.9087228584,56.3328494038,81.7927671744,376.593298445,73.0914628826,MA
119.0,23.0,Retail - Uncategorized,20000.0,50000.0,59.9421685701,16.07988617,53.7071866009,68.5905635875,121.0,62.3786852483,MA
49.0,9.96268656716,Service - Post office or postal center,10000.0,20000.0,67.1629213483,64.3158504131,42.8971962617,89.275,345.360215054,78.6060907713,MA
153.0,25.8198004214,Office - Uncategorized,100000.0,200000.0,63.6937812263,33.3303918659,53.6288138409,81.4093020095,229.892965352,73.0278762819,MA
45.0,3.92539068413,Education - Uncategorized,100000.0,200000.0,62.0511632004,31.8944458005,51.9138013364,79.9558360155,196.366105421,69.9026152262,MA
18.0,34.692838856,Multifamily - Uncategorized,50000.0,100000.0,53.4675684716,29.9286630972,46.9252181291,64.460348472,169.5547597,61.7381362916,MA
93.0,10.035208922,Commercial - Uncategorized,200000.0,14500000.0,55.9310220575,49.9898205131,38.5009512412,94.9214054145,311.391175153,71.846868576,MA
71.0,14.1986381994,Residential - Unknown,50000.0,100000.0,67.7104618698,35.4866889304,54.7053802061,93.739387965,250.250817075,74.906362021,MA
41.0,20.0,Retail - Uncategorized,50000.0,100000.0,43.0358681767,25.7019156583,35.0557595783,50.2012054416,184.712202145,46.4285685031,MA
154.0,4.46999824431,Single Family - Detached,2000.0,5000.0,29.5769089094,15.0965411305,20.7388311812,40.4391575547,91.1539704407,31.0139186121,MA
107.0,22.2593045731,Office - Uncategorized,50000.0,100000.0,66.8899981968,68.9405691214,54.9547980716,84.6709125889,618.414669663,82.6975151299,MA
39.0,1.81701182192,Multifamily - Uncategorized,20000.0,50000.0,46.0274815595,27.3548288906,31.0057251031,59.3828913983,113.627062696,43.697831249,MA
69.0,8.25763823517,Residential - Unknown,100000.0,200000.0,68.6127625609,66.6481390216,49.543597984,86.8402457719,567.942087213,73.8518705357,MA
62.0,1.57518800191,Apartment Unit,0.0,1000.0,17.6209155498,52.4230359103,12.3847906842,60.6856246361,233.936794903,42.9129104192,MA
33.0,7.9195923785,Public Safety - Fire or police station,10000.0,20000.0,105.171010206,55.1107655569,81.5985515128,128.423507079,271.73106234,106.697289153,MA
30.0,7.44207064001,Single Family - Detached,1000.0,2000.0,50.4704465999,25.3617667156,36.2453347807,63.1572398319,113.545014599,52.8687616163,MA
72.0,5.60156974652,Education - Uncategorized,20000.0,50000.0,56.8019326256,26.3152665242,46.5404247746,80.1710554885,132.644942106,61.9659585545,MA
34.0,22.7160249169,Lodging - Hotel,200000.0,14500000.0,86.338450102,36.5463994823,73.1949030167,113.827829797,189.239547621,95.0606854101,MA
58.0,3.98734395504,Office - Uncategorized,20000.0,50000.0,63.4461739827,86.8772433607,49.8080726374,75.4737523457,647.260373333,79.3826689307,MA
69.0,22.0,Retail - Uncategorized,100000.0,200000.0,44.9207499725,18.6314466746,34.0,61.7725745914,133.974184839,48.9065142628,MA
46.0,1.40422650287,Residential - Unknown,200000.0,14500000.0,61.8504379868,34.125276293,41.5620946029,78.3922461455,141.870711991,63.21316988,MA
0.0,,Office - Government,1000.0,2000.0,,,,,,,MD
43.0,47.2294070298,Education - Other classroom,50000.0,100000.0,66.5240813772,23.3132735316,60.168163902,79.1324353578,169.419342125,73.8399370524,MD
0.0,,Office - Government,50000.0,100000.0,,,,,,,MD
82.0,1.8,Retail - Uncategorized,10000.0,20000.0,100.782792427,38.6973109774,64.2943405313,119.740741201,178.700198649,94.5362296695,MD
118.0,19.4293335348,Office - Uncategorized,200000.0,14500000.0,68.3019981257,58.4032469611,51.1781769781,89.1261538069,400.6575179,81.3166559147,MD
58.0,10.2423732579,Commercial - Uncategorized,200000.0,14500000.0,33.8517758969,12.6424665801,27.6574215854,40.4636548493,77.0395342804,35.0574946965,MD
0.0,,Single Family - Uncategorized,1000.0,2000.0,,,,,,,MD
36.0,1.12693090414,Office - Government,20000.0,50000.0,67.6921061919,43.4022268072,57.2280251454,95.1866967531,234.972386925,76.1254250481,MD
65.0,4.0,Retail - Uncategorized,20000.0,50000.0,55.7671877456,18.744763393,48.5617467715,69.1882941777,116.016089884,59.8048536838,MD
51.0,36.3424657534,Service - Post office or postal center,10000.0,20000.0,82.3733333333,42.0436881444,63.8777338603,101.619152385,299.833333333,87.5446964206,MD
112.0,34.809561289,Office - Bank or other financial,2000.0,5000.0,99.0407126895,40.2581770823,78.8676572021,121.344884289,313.739877876,103.465708644,MD
0.0,,Office - Government,200000.0,14500000.0,,,,,,,MD
102.0,22.8748949135,Office - Uncategorized,100000.0,200000.0,65.7832954931,88.821487462,54.2386068097,83.1036495463,824.717739527,85.0302163759,MD
67.0,199.746246246,Food Service - Uncategorized,1000.0,2000.0,301.5175,55.9243462295,258.923494224,335.385107143,421.73599386,303.615244228,MD
0.0,,Single Family - Uncategorized,2000.0,5000.0,,,,,,,MD
11.0,61.412699169,Office - Government,10000.0,20000.0,75.1115386771,151.610380674,68.793216003,136.43733047,561.976488242,149.66381494,MD
49.0,21.1670605552,Retail - Uncategorized,50000.0,100000.0,43.1976034503,24.6262496062,39.9792591834,49.4812808691,173.202626642,49.1423880216,MD
70.0,4.73552240686,Single Family - Detached,2000.0,5000.0,25.8854511507,13.1624823468,17.8841890584,36.3280280104,69.8950283393,27.5517156213,MD
60.0,24.0894735042,Office - Uncategorized,50000.0,100000.0,62.3057237669,43.0038173689,51.3124909212,77.7014171872,258.330747783,74.3180221444,MD
112.0,32.4,Retail - Uncategorized,2000.0,5000.0,94.45,38.799257791,74.4,119.575,271.9,99.8180157104,MD
17.0,2.05385732276,Office - Government,5000.0,10000.0,81.4014692741,33.8901442149,51.86669076,97.9577033132,128.726725095,72.1681751167,MD
16.0,21.9674255771,Office - Government,2000.0,5000.0,112.319686504,104.046012611,73.2746093515,145.723899304,373.872556711,136.611120874,MD
43.0,2.0,Retail - Uncategorized,5000.0,10000.0,73.6,45.2715632137,54.7,98.8211447061,231.105546886,80.3186236107,MD
37.0,35.073704511,Office - Uncategorized,20000.0,50000.0,67.4293059126,194.612906326,53.9817649671,102.719436345,943.556786704,138.274061371,MD
40.0,23.0673607644,Retail - Uncategorized,100000.0,200000.0,47.2917972304,16.9835368266,33.75,64.4130588201,80.5631390143,48.6470411225,MD
0.0,,Multifamily - Uncategorized,10000.0,20000.0,,,,,,,ME
0.0,,Single Family - Detached,0.0,1000.0,,,,,,,ME
0.0,,Food Service - Uncategorized,1000.0,2000.0,,,,,,,ME
0.0,,Apartment Unit,1000.0,2000.0,,,,,,,ME
20.0,51.7066617731,Retail - Uncategorized,10000.0,20000.0,105.422441085,27.3400138315,66.8465834276,116.673186863,129.582986472,94.0498235113,ME
0.0,,Health Care - Inpatient,200000.0,14500000.0,,,,,,,ME
0.0,,Office - Uncategorized,10000.0,20000.0,,,,,,,ME
0.0,,Education - College or university,10000.0,20000.0,,,,,,,ME
0.0,,Commercial - Unknown,10000.0,20000.0,,,,,,,ME
23.0,13.0,Retail - Uncategorized,20000.0,50000.0,56.3334926161,22.5924126366,51.5642429419,75.3021216128,121.0,61.8441353684,ME
0.0,,Service - Post office or postal center,10000.0,20000.0,,,,,,,ME
0.0,,Education - Elementary or middle school,50000.0,100000.0,,,,,,,ME
0.0,,Food Sales,100000.0,200000.0,,,,,,,ME
0.0,,Single Family - Attached,0.0,1000.0,,,,,,,ME
0.0,,Education - College or university,20000.0,50000.0,,,,,,,ME
11.0,34.4537871878,Retail - Uncategorized,50000.0,100000.0,41.9817744705,8.18701112964,38.9420573265,50.6750510705,59.1502479498,44.889593793,ME
66.0,5.02435257414,Single Family - Detached,2000.0,5000.0,24.0220082652,11.7499699727,15.2115863106,30.6122376179,74.3360770213,23.9201467911,ME
0.0,,Food Sales,200000.0,14500000.0,,,,,,,ME
0.0,,Food Service - Uncategorized,2000.0,5000.0,,,,,,,ME
0.0,,Apartment Unit,0.0,1000.0,,,,,,,ME
0.0,,Public Assembly - Recreation,20000.0,50000.0,,,,,,,ME
20.0,4.38487854566,Single Family - Detached,1000.0,2000.0,32.6828801544,12.675828352,22.8637429273,39.1544365419,53.2469033153,30.3438212219,ME
0.0,,Retail - Big Box (> 50K sf),50000.0,100000.0,,,,,,,ME
0.0,,Retail - Uncategorized,100000.0,200000.0,,,,,,,ME
0.0,,Single Family - Detached,5000.0,10000.0,,,,,,,ME
50.0,39.379403794,Service - Post office or postal center,20000.0,50000.0,88.065099977,29.4678691217,73.1442540997,112.812576568,187.070469799,94.0875942744,MI
72.0,35.0843373494,Service - Post office or postal center,10000.0,20000.0,104.700350155,33.6100460715,82.1405966081,120.49789916,226.983193277,104.797839925,MI
248.0,5.7,Retail - Uncategorized,10000.0,20000.0,133.565454548,28.7331291129,124.498596973,149.060622571,194.221701085,132.516077142,MI
62.0,28.3632115853,Office - Uncategorized,200000.0,14500000.0,76.1588064004,23.729424056,55.8366127335,88.9355118195,134.305806046,74.4676883069,MI
33.0,16.4585897945,Commercial - Uncategorized,200000.0,14500000.0,36.1922084118,24.2874725979,22.992483934,54.5946833849,94.8729325671,43.17291802,MI
128.0,3.81428640188,Single Family - Uncategorized,1000.0,2000.0,12.7386525131,17.1187430767,9.6568494524,19.0219614949,103.305219327,18.5813662331,MI
82.0,40.7831911848,Retail - Uncategorized,20000.0,50000.0,68.3165058623,29.4748455184,58.3413433728,85.1352620898,273.0,75.2042663831,MI
55.0,74.9801607754,Grocery store or food market,50000.0,100000.0,165.617721539,46.5495068505,151.238103744,183.030178491,423.79877193,171.81071076,MI
91.0,32.8465835685,Education - Elementary or middle school,50000.0,100000.0,58.2024316914,31.9108271081,52.0951420581,65.3364624908,209.868694184,65.5443302458,MI
63.0,76.0,Food Sales,100000.0,200000.0,136.0,19.0703013948,125.0,148.5,197.0,137.253968254,MI
149.0,39.3987626618,Office - Bank or other financial,2000.0,5000.0,115.121513275,34.8727513777,94.0794262309,135.755779191,238.701296178,117.264187409,MI
47.0,30.1934169714,Office - Uncategorized,100000.0,200000.0,65.2176111029,22.9235944127,50.15847987,77.8038538186,167.903451833,65.6068084398,MI
73.0,67.4627777778,Food Service - Uncategorized,1000.0,2000.0,339.961818182,80.9783860363,310.753662507,375.992222222,614.479090909,349.022363112,MI
257.0,1.49161503207,Single Family - Uncategorized,2000.0,5000.0,10.3353124711,16.8469368954,7.20721925343,23.0478301712,95.7345523632,17.9689538896,MI
85.0,35.828985614,Retail - Uncategorized,50000.0,100000.0,48.0255476993,16.7384699956,43.0892998624,53.407829349,171.680564656,50.8268237097,MI
118.0,4.89131580173,Single Family - Detached,2000.0,5000.0,50.3979692591,131.10209267,26.7309614087,75.7985234385,515.67575379,100.531492808,MI
45.0,99.0,Food Sales,200000.0,14500000.0,129.0,22.1050750606,118.0,140.0,228.0,132.044444444,MI
40.0,15.0,Office - Uncategorized,50000.0,100000.0,71.0095899943,110.872661284,57.3887102794,92.5078993445,725.3,100.21958949,MI
142.0,3.8,Retail - Uncategorized,2000.0,5000.0,125.05,48.8857401053,100.773907104,157.7,314.8,132.706967213,MI
64.0,5.10015396899,Single Family - Detached,1000.0,2000.0,72.0355625338,133.370187393,42.8099272775,94.0637662978,825.177331617,100.700849535,MI
40.0,34.8109166086,Retail - Big Box (> 50K sf),50000.0,100000.0,44.9042665078,6.19257693418,39.5909370335,48.2119269805,63.9628750662,44.8281944207,MI
48.0,24.2,Retail - Uncategorized,5000.0,10000.0,92.82620173,41.7605542535,70.9461486996,131.125,230.6,99.9065505451,MI
41.0,23.3658097883,Office - Bank or other financial,5000.0,10000.0,73.8508803353,36.2351400622,55.6107706511,97.4009932775,218.040627857,82.1961836408,MI
102.0,180.095446878,Food Service - Restaurant or cafeteria,2000.0,5000.0,515.966261981,101.420275772,460.225930177,571.416063864,930.782509395,513.198396477,MI
55.0,32.3648458257,Retail - Uncategorized,100000.0,200000.0,51.6099697285,11.2824430374,45.3376087724,63.0858774904,83.5891732449,53.8179637371,MI
35.0,36.3261412844,Education - Other classroom,50000.0,100000.0,76.813207479,17.9274285378,69.2831864695,97.6235242035,112.141181445,80.0002975114,MN
131.0,36.316200752,Retail - Uncategorized,10000.0,20000.0,136.58059569,31.6153555514,122.570191402,156.970693223,219.07971864,138.07962233,MN
30.0,33.9035,Office - Uncategorized,1000.0,2000.0,77.7758,123.381595714,59.712125,125.8566,561.6365,117.82869,MN
48.0,39.3411264082,Commercial - Other,5000.0,10000.0,101.529430615,29.3506094405,77.7737127258,115.860735494,165.067128494,99.5154906482,MN
15.0,18.8258,Warehouse - Non-refrigerated,1000.0,2000.0,51.0483,121.841642884,33.98705,64.72725,489.182,87.0489666667,MN
46.0,17.4035567475,Commercial - Uncategorized,200000.0,14500000.0,44.7129071838,31.3007939498,30.6423904337,72.7201988328,131.320566619,53.9891426489,MN
53.0,26.0,Retail - Uncategorized,20000.0,50000.0,66.7157372851,27.5478567142,56.7445289681,92.0,198.0,75.786392685,MN
38.0,38.2580645161,Service - Post office or postal center,10000.0,20000.0,96.2178559018,97.8475839606,79.1504091301,113.600732673,675.03875969,114.226051088,MN
35.0,21.9342,Commercial - Other,2000.0,5000.0,145.3465,48.5354816207,117.840563642,184.246649085,233.5391,144.034643504,MN
237.0,18.1176378378,Office - Uncategorized,200000.0,14500000.0,69.8148255744,26.3984679025,56.0241965615,86.1711519664,252.963414056,72.9301157016,MN
51.0,111.0,Food Sales,100000.0,200000.0,140.0,15.6193193595,127.5,151.0,176.0,139.392156863,MN
45.0,12.0563,Warehouse - Refrigerated,10000.0,20000.0,40.8617,36.2904770439,30.5078,58.6348,239.0313,48.9346844444,MN
25.0,10.438,Warehouse - Non-refrigerated,2000.0,5000.0,35.3677,41.2047484284,23.8519,51.7234,180.4922,49.557636,MN
31.0,197.576021798,Food Service - Uncategorized,1000.0,2000.0,332.877072613,82.061405014,281.537731283,351.19685277,679.745212323,333.960570154,MN
47.0,18.0,Retail - Uncategorized,50000.0,100000.0,48.0466716581,13.2970032676,43.6247068519,51.3072021187,103.0,49.4385863253,MN
42.0,18.9421,Commercial - Other,1000.0,2000.0,115.53995,96.3222435813,66.21295,171.6437,423.0733,137.806912814,MN
141.0,6.20741165637,Single Family - Detached,2000.0,5000.0,36.7204818809,35.8630654315,23.0758963685,49.5838204922,396.881718225,40.5387999872,MN
86.0,31.0114216322,Office - Uncategorized,50000.0,100000.0,78.7772636572,45.9505589721,60.4151897164,97.4848346164,289.256173518,87.2673775173,MN
105.0,2.39950980392,Office - Uncategorized,100000.0,200000.0,77.0069622602,56.5269127214,62.7568330115,95.3407601144,449.908287911,91.4133349463,MN
79.0,21.0,Retail - Uncategorized,100000.0,200000.0,74.0269929472,20.828402885,58.0849538842,85.956068386,106.102659915,71.3836525589,MN
24.0,2.5355,Service - Vehicle service/repair shop,2000.0,5000.0,44.5366,96.285337035,34.806,122.990175,448.4189,87.4454666667,MN
19.0,19.6459,Commercial - Other,0.0,1000.0,87.6904,64.6836521841,40.43945,132.1346,252.9181,96.4211736842,MN
75.0,264.229434341,Food Service - Restaurant or cafeteria,2000.0,5000.0,465.815955059,96.4895903019,408.152849121,542.358347218,784.015098122,475.148589066,MN
41.0,12.258,Office - Uncategorized,2000.0,5000.0,52.0627,115.999054166,42.6219,95.6299,768.3,84.6229219512,MN
57.0,51.742,Commercial - Other,10000.0,20000.0,91.4325,20.453179495,75.3316,99.164238315,153.491071429,90.3281540772,MN
26.0,46.1409090909,Service - Post office or postal center,20000.0,50000.0,72.398139738,94.6615657649,63.7246746763,78.5245652174,533.943478261,92.9664478534,MO
149.0,8.2897311009,Single Family - Detached,0.0,1000.0,93.4472362103,36.2713466771,73.5231675696,116.447237084,210.896345216,96.6817304505,MO
35.0,5.51170792868,Apartment Unit,1000.0,2000.0,37.6298436044,19.7505760152,29.9015454751,48.4124669083,116.251039865,40.7205430707,MO
188.0,50.1363436218,Retail - Uncategorized,10000.0,20000.0,116.455253623,22.8727057468,106.095131036,135.658302026,183.275072464,121.05366606,MO
36.0,14.524680476,Office - Uncategorized,200000.0,14500000.0,61.3054828254,26.5364287963,46.4347702735,75.2136400791,161.879424181,61.6446238798,MO
0.0,,Multifamily - Town Homes,0.0,1000.0,,,,,,,MO
38.0,28.9,Retail - Uncategorized,20000.0,50000.0,67.0,20.7125375725,53.8381983568,82.75,116.265348387,68.902895805,MO
52.0,32.1610738255,Service - Post office or postal center,10000.0,20000.0,79.1389815863,24.3481452573,58.9327780308,94.2532694261,147.202312139,76.1715870708,MO
19.0,34.0636651754,Education - Elementary or middle school,50000.0,100000.0,43.9695656262,10.7272562581,36.548082359,49.2111041425,81.1423186949,44.8333572129,MO
90.0,97.0,Food Sales,100000.0,200000.0,121.0,13.1536393145,114.25,131.0,166.0,123.355555556,MO
29.0,59.8976354994,Office - Bank or other financial,2000.0,5000.0,116.58022393,31.3589828561,87.3038780049,129.347839881,207.028669089,111.21935452,MO
29.0,40.370682672,Office - Uncategorized,100000.0,200000.0,68.7859215393,13.0258074278,60.1585766917,74.2462560986,90.6025599962,67.4235035403,MO
45.0,176.888333333,Food Service - Uncategorized,1000.0,2000.0,328.069714286,70.4337851825,307.154666667,361.374285714,673.597222222,339.112644437,MO
41.0,34.3971188965,Retail - Uncategorized,50000.0,100000.0,43.9601663626,7.04571814451,39.6181631148,47.3952373398,69.0,44.8819916552,MO
1027.0,6.66497535735,Single Family - Detached,2000.0,5000.0,44.5507194904,18.983542816,33.6724122312,57.6066172196,142.481548862,46.4216885237,MO
23.0,98.0,Food Sales,200000.0,14500000.0,114.0,9.16924745081,105.5,120.0,130.0,113.434782609,MO
0.0,,Multifamily - Town Homes,1000.0,2000.0,,,,,,,MO
29.0,57.3,Retail - Uncategorized,2000.0,5000.0,109.9,30.5685446933,90.8,135.129781421,170.1,110.590273131,MO
46.0,20.1008742512,Apartment Unit,0.0,1000.0,47.3714271032,122.936219654,35.1279752606,76.3972880574,812.186923299,81.5456487678,MO
784.0,6.65150738027,Single Family - Detached,1000.0,2000.0,70.0003150335,29.5595231205,55.0014230729,89.6138517804,260.030956027,73.6285506355,MO
0.0,,Multifamily - Town Homes,2000.0,5000.0,,,,,,,MO
24.0,39.5741194853,Retail - Big Box (> 50K sf),50000.0,100000.0,46.6740710042,8.44477768328,41.7361970348,50.7825211675,79.0,47.9457854945,MO
40.0,12.6761841795,Food Service - Restaurant or cafeteria,2000.0,5000.0,679.733009889,178.999183885,617.919888676,733.934876428,928.590657103,656.086098609,MO
39.0,4.0,Retail - Uncategorized,100000.0,200000.0,57.2236527827,17.989826857,40.8694423609,63.5936285788,91.4109475915,53.6309191106,MO
83.0,4.35711924212,Single Family - Detached,5000.0,10000.0,29.2615814799,22.7358431122,21.6788583039,37.0025952962,134.614391165,33.6678223333,MO
12.0,35.2253968254,Service - Post office or postal center,20000.0,50000.0,61.6835714286,21.5755827855,44.3962223587,79.2401233799,94.4765625,62.7974849227,MS
0.0,,Grocery store or food market,50000.0,100000.0,,,,,,,MS
0.0,,Education - Other classroom,50000.0,100000.0,,,,,,,MS
64.0,46.3486857591,Retail - Uncategorized,10000.0,20000.0,112.938657191,20.6959527753,98.8621242017,129.458175312,158.729972646,114.611711486,MS
0.0,,Health Care - Inpatient,200000.0,14500000.0,,,,,,,MS
0.0,,Office - Uncategorized,5000.0,10000.0,,,,,,,MS
0.0,,Office - Uncategorized,1000.0,2000.0,,,,,,,MS
14.0,35.5682640145,Office - Uncategorized,200000.0,14500000.0,81.4136185958,52.626852221,71.3900256021,104.910108535,261.16289256,95.1962799442,MS
0.0,,Education - Other classroom,20000.0,50000.0,,,,,,,MS
12.0,42.5626268649,Retail - Uncategorized,20000.0,50000.0,64.1388242898,21.4295524922,48.3416899048,85.0,101.0,67.7038365796,MS
24.0,26.3981481481,Service - Post office or postal center,10000.0,20000.0,45.3397075366,24.5990844129,40.9048314091,53.47697486,148.947368421,52.1486361842,MS
16.0,19.1777903925,Education - Elementary or middle school,50000.0,100000.0,31.7494038148,6.05547854295,29.2339310695,37.2129585633,41.1162286516,32.2525564017,MS
40.0,90.0,Food Sales,100000.0,200000.0,110.0,12.4333866088,104.5,113.5,141.0,110.975,MS
0.0,,Food Service - Uncategorized,1000.0,2000.0,,,,,,,MS
11.0,39.0890033399,Retail - Uncategorized,50000.0,100000.0,40.4433304775,7.43154371203,39.9185657944,42.0689780617,65.0,43.0126040924,MS
10.0,24.9230769231,Service - Post office or postal center,5000.0,10000.0,46.7015569114,43.6370612415,34.0446568884,59.7635817308,170.701492537,60.5743889393,MS
30.0,11.4302419125,Single Family - Detached,2000.0,5000.0,31.505675921,13.0234375557,25.8988424676,44.6928945664,68.1809330762,34.814807983,MS
18.0,87.0,Food Sales,200000.0,14500000.0,106.0,8.61086864512,98.25,108.75,118.0,104.166666667,MS
0.0,,Office - Uncategorized,50000.0,100000.0,,,,,,,MS
29.0,26.2274125306,Single Family - Detached,1000.0,2000.0,54.8739234533,23.8445205569,35.1055029241,71.1943831801,114.037855827,56.9666448524,MS
0.0,,Retail - Big Box (> 50K sf),50000.0,100000.0,,,,,,,MS
15.0,29.3133159269,Office - Uncategorized,20000.0,50000.0,64.5903129657,118.110731282,51.9805387126,219.544675299,385.899280576,140.817375011,MS
0.0,,Education - Other classroom,100000.0,200000.0,,,,,,,MS
10.0,5.61538461538,Office - Uncategorized,2000.0,5000.0,75.5551470588,96.3791212842,36.6339285714,129.835784314,305.625,103.908599081,MS
0.0,,Single Family - Detached,5000.0,10000.0,,,,,,,MS
0.0,,Service - Post office or postal center,20000.0,50000.0,,,,,,,MT
0.0,,Residential - Other,1000.0,2000.0,,,,,,,MT
14.0,44.4390952982,Retail - Uncategorized,10000.0,20000.0,108.955203884,33.7008180158,97.3321768948,126.441523892,162.939762656,109.437536757,MT
0.0,,Office - Uncategorized,10000.0,20000.0,,,,,,,MT
0.0,,Commercial - Unknown,20000.0,50000.0,,,,,,,MT
